Diet Group,Sex,Age Group,Mean Acid,Mean Bio,Mean Eut,Mean Ghgs,Mean Ghgs Ch4,Mean Ghgs N2O,Mean Land,Mean Watscar,Mean Watuse
Vegetarian,female,30-39,19.54468802,582.3745084,15.92115184,5.245586437,1.394926842,0.357515769,9.076235318,10525.81349,486.9207177
Vegetarian,female,30-39,16.8801656,158.1806073,15.4546741,3.81392028,0.632129537,0.244177075,5.023851021,14430.69982,456.0324128
Vegetarian,female,30-39,21.45782802,136.7408842,17.36156239,4.899967697,0.629794985,0.195254626,5.910130613,14976.61627,623.9525449
Vegetarian,female,30-39,21.67046947,371.3035274,19.97874636,5.086649927,0.997013167,0.286788944,7.076423867,10998.55068,508.1598175
Vegetarian,female,30-39,19.45180249,467.6180473,17.43722353,5.028191086,1.288918921,0.31943859,9.442045385,11322.65123,532.0601867
Vegetarian,female,30-39,20.16328627,236.9435103,15.00577056,3.512670499,0.6028553,0.165014069,6.160848594,15402.33538,470.8952893
Vegetarian,female,30-39,20.16159688,195.3478871,15.04016306,3.959955973,0.72888973,0.305782471,5.007508565,13845.84122,479.7079044
Vegetarian,female,30-39,20.55117818,271.6875414,15.04664479,4.518048509,0.732266109,0.27137267,6.549226799,9807.824262,448.6394703
Vegetarian,female,30-39,22.01716589,126.6125948,18.16660894,3.623307678,0.626554383,0.24256754,4.790176701,19040.42931,537.8266295
Vegetarian,female,30-39,21.04241392,132.1420527,16.29532789,4.004500709,0.622743593,0.176901493,5.614227495,12607.70513,438.6350106
Vegetarian,female,30-39,21.9646075,394.3617639,17.60262845,5.293445027,1.081180349,0.255981472,7.365333485,16622.13417,547.3253827
Vegetarian,female,30-39,19.87179853,246.0650853,15.71112887,4.115547456,0.662053309,0.230565399,5.292775449,15594.63893,488.6137863
Vegetarian,female,30-39,20.49830629,535.2670102,17.90214328,5.471547765,1.39018596,0.342571847,9.437354368,14829.9975,609.7953515
Vegetarian,female,30-39,20.71558595,138.5239166,14.97314815,3.920571473,0.641193723,0.243002261,5.344345125,13951.58006,435.5274026
Vegetarian,female,30-39,18.69108725,156.0498733,14.71042253,3.540519452,0.663774786,0.23842641,5.537389637,11144.16373,401.6525926
Vegetarian,female,30-39,21.31800664,126.6565784,16.20431849,3.8929132,0.609807473,0.17632705,5.147306958,10628.10982,426.4705672
Vegetarian,female,30-39,20.51602749,236.6617405,19.17713122,4.583379131,0.79758919,0.358584815,6.223566915,10787.18797,364.4332489
Vegetarian,female,30-39,19.7438859,316.2609089,15.97330431,4.171503353,0.826915063,0.267991963,6.987163766,14550.2577,527.4992603
Vegetarian,female,30-39,21.70918484,138.7395062,20.19619761,4.120115659,0.582044428,0.221683164,5.597572061,9215.069672,367.1929117
Vegetarian,female,30-39,20.04883165,571.7014327,17.23390271,5.934898187,1.455725582,0.351259415,9.238453765,13875.26523,594.0260555
Vegetarian,female,30-39,22.94488674,181.633869,19.41672231,4.341344934,0.600061651,0.257055526,5.230106262,13501.90602,449.834284
Vegetarian,female,30-39,18.28945145,134.5887839,13.42673953,3.41865822,0.650973658,0.218742298,5.519484396,21350.04805,914.3154144
Vegetarian,female,30-39,21.73586879,353.2667672,18.20005645,4.468884617,0.942091114,0.284096647,7.621636923,14179.57592,552.8971573
Vegetarian,female,30-39,19.52414615,497.2608914,16.17485257,4.763806191,1.053587291,0.261578664,8.788878237,9649.926534,439.4132906
Vegetarian,female,30-39,21.62154534,468.5276622,16.89721614,4.709652312,0.967747997,0.325908064,8.79978385,14949.82126,498.6192774
Vegetarian,female,30-39,21.664339,184.9153632,17.42980843,4.230419965,0.65979942,0.264842377,6.603689279,12079.52444,704.6708135
Vegetarian,female,30-39,19.16448565,430.4851285,15.46007447,4.691288503,1.00251915,0.40455997,7.017409747,33127.53247,735.3524075
Vegetarian,female,30-39,18.63719612,121.1614605,17.22217163,4.000495034,0.672779128,0.233173006,5.282994946,9948.053161,436.3523842
Vegetarian,female,30-39,22.18731218,232.9872962,16.8240863,4.400429327,0.781181923,0.268741637,7.323263986,19851.95015,779.486578
Vegetarian,female,30-39,21.8225221,256.8456871,16.95737361,4.435894552,0.752327846,0.218395901,6.173382929,11995.31608,519.4826664
Vegetarian,female,30-39,19.4184609,227.6492383,15.18366763,4.196962076,0.659400894,0.33586097,5.422879487,15788.25669,591.6191011
Vegetarian,female,30-39,23.12528772,285.1841562,17.21489042,4.683426486,0.858912599,0.25294649,6.867935337,13855.88934,485.6851285
Vegetarian,female,30-39,20.17108622,166.2288485,14.41696251,3.901259894,0.668933921,0.318321882,6.122106112,16965.8256,481.1806423
Vegetarian,female,30-39,19.65611676,121.189467,14.58855281,3.769933395,0.459656994,0.255299793,5.295489179,10851.26526,600.2141671
Vegetarian,female,30-39,21.11807037,141.8595048,15.77768648,3.945949718,0.535245751,0.202243545,5.511316642,12347.10167,428.3847919
Vegetarian,female,30-39,20.00436762,189.6699369,18.14737149,4.315005189,0.670550774,0.285047163,5.034699794,12278.56372,498.1576786
Vegetarian,female,30-39,18.13085146,355.4277199,16.18499103,4.344030612,1.120202806,0.308880853,7.626760623,9163.236914,458.3875991
Vegetarian,female,30-39,22.26347861,354.3890952,19.54278366,4.828119269,0.711976425,0.382007785,6.821601235,14062.11452,417.5136194
Vegetarian,female,30-39,20.26982435,281.4924768,15.40742185,4.013782806,0.692678876,0.321626146,5.008585157,17870.1562,569.7224756
Vegetarian,female,30-39,18.90535432,131.5829144,13.89821634,3.646207118,0.667676116,0.339107775,5.288682815,15359.22046,491.0036133
Vegetarian,female,30-39,22.07036821,324.0031473,16.39092715,5.047731555,0.889769123,0.340563629,7.199150679,13717.01683,571.085618
Vegetarian,female,30-39,24.41196433,495.4352214,18.47561024,6.350416852,1.364207914,0.344898941,9.9890072,11273.37003,590.622659
Vegetarian,female,30-39,21.33754256,173.9678252,17.43122919,4.592416403,0.642654865,0.282083636,6.503910948,13421.58406,473.8949146
Vegetarian,female,30-39,20.91797637,192.379187,18.02035696,4.591312829,0.618453384,0.326197395,6.27757077,14391.83367,381.1548201
Vegetarian,female,30-39,23.19208472,140.8912503,17.64550597,4.368382935,0.564411221,0.270010359,5.187322433,12911.04812,496.8870138
Vegetarian,female,30-39,20.43726469,209.0168136,18.42593138,4.15761592,0.681527659,0.288619324,6.399483088,12062.39018,409.4760448
Vegetarian,female,30-39,21.43258083,459.014738,16.73524679,5.27183731,1.028348387,0.232304918,8.098094324,13454.68544,661.9342148
Vegetarian,female,30-39,19.12780004,125.786916,15.97713265,4.520543431,0.506004978,0.219475366,5.777808624,25949.31032,968.9411477
Vegetarian,female,30-39,19.59829653,180.0280492,14.78107462,4.158721076,0.680481774,0.344259747,5.709262792,11508.84194,377.0592977
Vegetarian,female,30-39,21.27519715,153.1886854,17.61427008,4.06857318,0.606522586,0.241917892,5.804488478,14705.71667,401.2390852
Vegetarian,female,30-39,19.96043785,406.3355613,16.2736977,5.067990504,1.01196105,0.247926634,8.065435682,12490.90054,493.6375809
Vegetarian,female,30-39,22.0641851,302.3467537,16.80073581,4.530305395,0.692021459,0.312259443,6.053589759,11095.71071,446.4078755
Vegetarian,female,30-39,21.44218386,512.5671174,19.33930894,5.510439941,1.402086542,0.352038858,8.942833602,10160.93818,513.0959666
Vegetarian,female,30-39,23.04410541,286.9231555,16.84114751,5.196698914,0.886976398,0.355981823,7.716016179,11444.99974,699.0747358
Vegetarian,female,30-39,22.35715737,130.8189537,19.38238928,4.09335997,0.631443544,0.21876388,5.493660046,10643.19002,415.7574029
Vegetarian,female,30-39,18.88810128,151.5452523,14.25962602,3.910682495,0.655097317,0.270784966,5.228282398,22719.76979,884.5025565
Vegetarian,female,30-39,17.60106545,152.3731126,16.34982096,3.423003236,0.613615814,0.196940089,6.150352202,12127.71999,593.1116493
Vegetarian,female,30-39,19.57224487,145.1300433,15.9811788,3.576194041,0.689915609,0.217858435,5.244583888,11190.49276,415.0140705
Vegetarian,female,30-39,21.81354115,145.0996355,18.59781892,3.97824664,0.557011693,0.331208174,5.434256742,13835.90227,549.3697146
Vegetarian,female,30-39,18.93755762,227.9697924,16.13401839,3.981941637,0.803553473,0.353574083,5.541294368,19900.83216,568.5437114
Vegetarian,female,30-39,18.45301961,127.4374736,14.34641469,3.748165969,0.632059906,0.223182203,5.353140187,21195.20908,795.2855685
Vegetarian,female,30-39,22.67459646,194.8260386,18.64731065,4.508498201,0.607685087,0.2080483,5.968221267,12308.11973,333.0524837
Vegetarian,female,30-39,23.00568314,496.014596,19.11803446,5.255112292,1.000905769,0.301389456,9.065716826,14361.44972,574.4904874
Vegetarian,female,30-39,23.2036108,168.246833,16.5139411,4.231566755,0.693019966,0.176694282,5.349488449,13965.9471,408.0407359
Vegetarian,female,30-39,22.90675887,228.9247759,16.20133263,4.759959797,0.763411402,0.27679305,5.805805685,21930.10578,554.8526374
Vegetarian,female,30-39,20.7727237,206.4177826,17.07118031,4.387778602,0.727018379,0.27479237,5.270967798,19933.48728,733.6976404
Vegetarian,female,30-39,22.44644629,211.20513,18.07376051,4.251293893,0.540694173,0.208126759,5.826539916,13894.43684,484.2674087
Vegetarian,female,30-39,20.27367074,148.8688833,14.85541693,3.718460536,0.677425572,0.254473635,5.569427247,16334.84658,547.4200157
Vegetarian,female,30-39,18.95136831,177.1730962,17.37274825,3.757416268,0.629224212,0.268525186,5.804823163,10547.76567,410.9767081
Vegetarian,female,30-39,21.53222377,235.0252822,16.6564764,4.489478553,0.693117594,0.27137542,5.971570968,12843.2504,504.6965998
Vegetarian,female,30-39,22.12915252,139.9719821,17.11231594,4.287196823,0.60310272,0.179901396,5.277732999,18083.07899,527.0127716
Vegetarian,female,30-39,18.20140784,136.4532511,14.77111423,3.762172355,0.656291141,0.288727085,5.989136365,11951.23334,433.0336837
Vegetarian,female,30-39,21.30681076,505.6640576,21.21047558,5.331457506,1.088630548,0.410992422,8.799619108,10036.7539,421.688451
Vegetarian,female,30-39,19.29197103,178.8352627,17.12615075,3.779630481,0.649296089,0.324953591,4.99367498,12776.7563,428.6503813
Vegetarian,female,30-39,18.69070478,95.00343417,15.20732716,3.138217168,0.558332595,0.253173197,4.717135743,20673.84475,546.0716956
Vegetarian,female,30-39,20.79749457,355.2907998,18.20664875,4.973580275,0.846118231,0.370477435,6.920377005,15283.49194,517.8359966
Vegetarian,female,30-39,18.48467184,136.0416087,16.02513096,4.035761719,0.620842751,0.329090045,6.487966193,27201.38005,558.2679125
Vegetarian,female,30-39,20.99980663,267.5289996,18.14774588,4.476699212,0.633228859,0.298645066,6.324738701,14161.97991,458.6823248
Vegetarian,female,30-39,19.86558737,166.6475047,16.81836851,3.845817516,0.663272291,0.31130792,5.587434073,12728.03901,421.9943282
Vegetarian,female,30-39,19.62325922,174.2862148,15.62887533,4.036736037,0.792457935,0.347341048,7.04536167,14468.1654,488.4502363
Vegetarian,female,30-39,19.11326539,185.1134748,15.12638132,4.200340808,0.718689813,0.27868448,5.596214111,16559.37445,696.3630163
Vegetarian,female,30-39,19.47737446,120.029545,15.96749527,3.974907547,0.594301432,0.196185622,6.019783428,10785.41566,420.0857705
Vegetarian,female,30-39,21.79844742,650.0507682,21.58628026,6.079058648,1.391964198,0.404596054,9.821886154,11019.19121,670.6205577
Vegetarian,female,30-39,21.55350149,131.8119808,19.54604058,3.599154526,0.442132232,0.221251571,5.512946593,18060.87768,506.5203037
Vegetarian,female,30-39,21.71584386,129.3935249,19.05812599,3.643914452,0.61113505,0.313063026,5.184677033,14553.81151,449.340983
Vegetarian,female,30-39,19.49141725,133.8885335,15.55286822,3.855869226,0.581768599,0.229641523,5.137846193,12081.3817,449.514196
Vegetarian,female,30-39,16.60624275,140.1935475,13.90373143,3.397477914,0.658946551,0.279392513,5.381442028,14034.4493,812.9093797
Vegetarian,female,30-39,21.64315256,337.5120931,19.21213188,4.705877975,1.084297519,0.293610367,6.890996617,19553.59227,630.0588095
Vegetarian,female,30-39,21.00604728,637.3046469,17.64389179,6.039234054,1.32111551,0.33186461,9.780846275,14529.84499,556.3629872
Vegetarian,female,30-39,21.00743392,131.6147104,18.91952449,3.725000329,0.454863056,0.242897213,5.469300282,26397.38871,795.7551784
Vegetarian,female,30-39,21.73473341,261.0934328,20.08886744,4.487993563,0.711965835,0.300234733,5.833603533,17408.25225,458.3383795
Vegetarian,female,30-39,22.5604774,537.9633539,18.72304924,6.176765387,1.196414135,0.457201455,8.58605655,12554.14263,682.1601972
Vegetarian,female,30-39,22.43653407,189.8587585,18.26378279,4.905189612,0.56548,0.225980278,6.120284953,12131.43938,360.166467
Vegetarian,female,30-39,20.37917762,405.7586862,18.64740891,4.745175738,0.802158566,0.344144471,6.430867321,8752.358482,337.4071974
Vegetarian,female,30-39,20.80007397,134.5667313,15.3364911,4.042866809,0.62625907,0.217581627,5.531335374,10171.21342,390.7159128
Vegetarian,female,30-39,23.95091766,199.1584239,16.69119046,4.931160815,0.661223801,0.337928901,6.183025277,12191.97389,513.4604266
Vegetarian,female,30-39,21.87850449,151.2138293,20.71186923,4.429214072,0.585160866,0.288281068,5.7065376,11155.257,479.9721408
Vegetarian,female,30-39,20.21264631,249.7070954,16.66387371,3.956495483,0.557213817,0.206126471,6.146661416,12356.10198,640.4368618
Vegetarian,female,30-39,21.45636965,489.7374936,15.78229777,5.006075099,1.113883635,0.333778048,8.333879165,26200.53063,671.2551598
Vegetarian,female,30-39,21.88099046,557.2095326,22.2818616,6.202300734,1.456626919,0.396006809,9.207352972,11154.96957,527.027017
Vegetarian,female,30-39,19.77669061,139.9307178,17.8617607,3.527073232,0.554396305,0.33193619,6.363708205,18003.44244,484.8812123
Vegetarian,female,30-39,17.20911154,140.4429062,13.40703737,3.431990589,0.605513352,0.284972238,4.391077028,13033.74649,460.1611659
Vegetarian,female,30-39,23.34105581,470.5649335,19.65225768,5.965306244,1.035139119,0.365126686,8.808515221,14312.38439,520.1287206
Vegetarian,female,30-39,20.73340314,200.3526013,15.82035468,3.854227846,0.627103082,0.185564309,5.653090651,24415.69226,595.3491015
Vegetarian,female,30-39,21.53899855,398.5250719,18.07006029,5.139927699,1.02072007,0.307902473,7.866074139,13480.67701,769.8318237
Vegetarian,female,30-39,19.42532721,530.1294719,19.91098739,5.893181172,1.383645969,0.379913073,9.200333294,13735.87923,708.7637767
Vegetarian,female,30-39,22.7605516,178.392947,18.67885717,3.717971328,0.657191424,0.280445197,5.871794866,16355.94916,468.1528366
Vegetarian,female,30-39,20.75527081,552.3648001,17.73736598,5.540307224,1.37173737,0.300059864,9.350878268,7790.294879,449.4039898
Vegetarian,female,30-39,19.97577295,218.8377611,17.61206894,4.131762706,0.659896428,0.342062169,5.008543445,30701.62894,635.5944495
Vegetarian,female,30-39,21.20974738,182.1156861,15.40340293,4.130749134,0.673482506,0.328113865,5.63514003,20182.97953,853.9888084
Vegetarian,female,30-39,25.06577679,169.7043277,20.04603756,4.505547473,0.634562377,0.274693549,5.502208536,29157.73322,591.9563669
Vegetarian,female,30-39,22.49259059,309.6485532,20.33817315,5.456107556,0.699390641,0.355739,6.074488614,9763.871235,353.5516015
Vegetarian,female,30-39,20.258165,189.0655413,18.33540758,3.943809345,0.671994923,0.259058604,5.908733966,11710.88281,421.8751963
Vegetarian,female,30-39,21.02861245,211.22747,18.64375755,4.63890502,0.657758143,0.313883389,5.801648501,12227.11148,373.091631
Vegetarian,female,30-39,18.93398373,132.399132,13.65119897,3.297080057,0.63430408,0.191701346,5.195936975,13584.68766,396.5213738
Vegetarian,female,30-39,22.54901436,137.1123495,16.98156371,4.258965607,0.540534034,0.203307322,5.811964271,17600.32935,576.5733045
Vegetarian,female,30-39,19.65148894,131.3236564,16.75238557,3.283666001,0.588658105,0.247156921,5.545752037,10270.77675,398.7817842
Vegetarian,female,30-39,21.68340334,209.3728831,17.18995458,4.34216247,0.70152349,0.255122259,5.934588331,10681.3821,385.2907678
Vegetarian,female,30-39,19.49376161,178.7224732,16.09198445,3.786382018,0.68290375,0.251897734,5.343824261,13208.26298,385.4474882
Vegetarian,female,30-39,19.63954634,233.2703736,15.18610827,4.101131375,0.628618751,0.239684408,6.574736734,17364.5586,454.4497813
Vegetarian,female,30-39,18.97963346,360.9547082,16.42613899,4.479011402,1.174271279,0.325312277,7.671564826,13886.34554,534.2141539
Vegetarian,female,30-39,27.37829065,232.319887,19.34987764,5.122138944,0.798899142,0.403830226,5.911640979,12901.78791,601.0870064
Vegetarian,female,30-39,19.40865241,134.6963142,16.71837674,3.630537732,0.611063132,0.314071097,5.084254349,10663.00732,346.9304278
Vegetarian,female,30-39,20.38362677,271.1849932,16.71034752,4.219309151,0.921798069,0.305598022,6.185659536,17759.85809,552.4842579
Vegetarian,female,30-39,23.42571943,226.5468628,19.28217473,4.691848861,0.755762246,0.314550662,5.769517284,10262.6733,635.0372435
Vegetarian,female,30-39,23.37807232,187.9035519,20.02141111,4.889472114,0.596216498,0.311792693,5.952996067,10144.53675,451.6482332
Vegetarian,female,30-39,21.09843235,240.3705363,16.25699281,4.328448579,0.596228951,0.263537097,6.256282183,20421.00813,452.1696678
Vegetarian,female,30-39,16.8305048,373.5143224,13.16166641,4.056357187,0.897046059,0.265614633,6.983666664,18363.00333,548.1588656
Vegetarian,female,30-39,23.02465911,444.0458124,19.71378548,5.130109647,1.008784746,0.24346267,7.828716585,11237.98053,509.7126871
Vegetarian,female,30-39,21.00272184,336.9779594,16.04025527,4.627110607,0.796749793,0.410062562,5.590271992,20767.85202,497.0993658
Vegetarian,female,30-39,20.95545671,422.5872772,20.48707154,4.684322396,0.972633746,0.308456312,7.644822139,16619.54881,817.0308679
Vegetarian,female,30-39,25.32832022,499.6121605,21.89706742,5.997514657,1.16553148,0.342488135,8.346485694,14189.72668,714.1093766
Vegetarian,female,30-39,21.02645273,553.1921444,20.39078197,6.089757091,1.235934329,0.388698441,8.273719584,14446.04822,547.7270175
Vegetarian,female,30-39,21.02257011,352.0956492,15.96658012,4.64492803,0.895441362,0.223654972,7.173544675,13792.55053,668.1185572
Vegetarian,female,30-39,18.96961057,135.9587379,14.94592155,3.391308522,0.579764671,0.281198839,5.368041257,13403.43685,419.639612
Vegetarian,female,30-39,21.05096273,212.7889584,15.50766081,3.727936772,0.630936547,0.174822967,6.192267495,9804.304711,427.5497957
Vegetarian,female,30-39,23.777238,235.9535509,19.50802636,4.712427601,0.787181835,0.346378133,5.881629347,17049.01024,660.2876031
Vegetarian,female,30-39,25.79842061,165.6722398,18.76153705,5.002480095,0.512856769,0.290493221,6.244917288,14234.66324,525.9365038
Vegetarian,female,30-39,19.309488,166.6763507,15.40715242,4.065866754,0.595400016,0.220567139,5.390263472,13850.43619,441.057674
Vegetarian,female,30-39,20.80215517,356.3295722,19.30398969,4.979707553,0.850201943,0.29969977,7.068915019,12578.14239,553.480157
Vegetarian,female,30-39,21.33817177,118.2290428,16.87243847,3.565948234,0.65300119,0.303489221,4.916740834,13735.69261,447.0727257
Vegetarian,female,30-39,21.35733043,161.5391227,15.56256752,3.867714855,0.671276491,0.24342557,4.952825244,16538.27521,572.1273664
Vegetarian,female,30-39,19.77164287,195.147272,16.14666814,3.879287052,0.689147456,0.267223066,5.53062226,15887.47591,467.1547671
Vegetarian,female,30-39,19.20895384,243.9351779,14.96024465,3.956590434,0.751580525,0.399600967,5.819636618,15734.61598,454.9542538
Vegetarian,female,30-39,20.17697927,324.698859,16.78381228,4.515839512,0.854356634,0.303116003,6.74370941,11822.75608,644.4250865
Vegetarian,female,30-39,23.07268971,294.6241658,20.34816811,4.503306819,0.745306081,0.272474339,6.746021173,12486.15153,678.2067724
Vegetarian,female,30-39,21.56693524,364.9014012,18.03495167,4.914193357,0.909658385,0.294665931,7.223896786,20918.49002,850.9086502
Vegetarian,female,30-39,19.40414536,214.1718154,16.23298208,3.745448209,0.633159646,0.232187205,5.415147661,11366.02668,452.1771583
Vegetarian,female,30-39,18.00247715,148.9322749,15.42440598,3.444725393,0.595475687,0.252779315,5.388409906,13895.02058,458.194954
Vegetarian,female,30-39,19.89074535,123.4861129,16.06916832,3.694941559,0.639087063,0.304513096,5.214360533,13002.28025,479.0827367
Vegetarian,female,30-39,20.01761284,430.3590598,17.56586139,5.351316306,1.110698102,0.354622753,7.939340755,14415.29751,810.5199607
Vegetarian,female,30-39,22.97746841,121.1285809,19.23456098,4.275033494,0.600873627,0.198631134,5.094953126,13298.02268,395.3791016
Vegetarian,female,30-39,20.55791582,358.29945,19.05400168,5.534498122,0.908397035,0.312988528,7.359246717,17159.62261,890.1033718
Vegetarian,female,30-39,18.29720476,331.2505752,14.37601166,3.852649226,0.804372952,0.273346647,6.687855172,11266.39066,433.7529891
Vegetarian,female,30-39,17.55227333,174.0039321,16.72451886,3.654093808,0.688485429,0.376752572,4.859699258,12172.05169,396.0696391
Vegetarian,female,30-39,22.13198508,168.2484268,20.14853795,3.955096401,0.652693806,0.282063952,5.532620306,13146.929,475.7700709
Vegetarian,female,30-39,21.05559621,163.7184604,19.67325098,3.937435939,0.674743724,0.244400528,5.6760116,9085.163473,421.3573871
Vegetarian,female,30-39,22.56558621,150.0421801,15.80510699,4.13585048,0.660251585,0.24671515,6.285854461,20047.99339,675.4927216
Vegetarian,female,30-39,22.4188126,174.5694605,16.13387674,4.071078712,0.632046087,0.262834245,5.562958203,15739.1694,506.5962619
Vegetarian,female,30-39,22.66019936,253.2998992,19.33071058,4.414341215,0.745869239,0.264772371,5.65398679,9418.148489,335.4727713
Vegetarian,female,30-39,21.11115733,229.5247349,19.32013539,4.68894158,0.710638737,0.384571995,5.653721472,21674.65567,971.7202917
Vegetarian,female,30-39,20.44420731,156.2472143,15.47553273,3.893671135,0.673427513,0.32137728,5.721276377,13688.52405,469.8020502
Vegetarian,female,30-39,21.17555786,732.0728001,19.95600681,6.297328018,1.37209082,0.325254825,9.910281797,13020.93326,660.9161087
Vegetarian,female,30-39,20.15750847,137.4701961,15.27899923,3.892172212,0.527650129,0.228322135,5.591785922,10975.21023,407.9550807
Vegetarian,female,30-39,18.47751661,130.6080247,15.10658528,3.400514724,0.563086574,0.223662423,5.478495227,11928.23764,389.506626
Vegetarian,female,30-39,18.78609514,183.19171,14.64887966,3.941990729,0.666471973,0.276123841,5.042007375,20089.33983,541.4396089
Vegetarian,female,30-39,21.45162019,137.7359967,19.84396896,4.193732574,0.519395889,0.248803208,5.634840473,15764.81684,444.5920684
Vegetarian,female,30-39,24.33246985,235.1949782,20.5510451,5.033884011,0.733662789,0.378165522,6.691466593,16130.72001,508.4954616
Vegetarian,female,30-39,19.8720177,141.4271851,17.70213911,3.944160531,0.665717781,0.201860489,5.310919048,11340.20168,420.8295779
Vegetarian,female,30-39,18.33986317,116.7410251,14.33373851,3.356487621,0.58716065,0.183149255,4.940584725,18761.45837,698.9616961
Vegetarian,female,30-39,24.7188826,118.38437,19.91315847,4.682777017,0.58600155,0.331978879,6.427805858,9451.290217,487.2390019
Vegetarian,female,30-39,19.51412712,245.8000921,15.76915333,4.131692345,0.720298902,0.328571217,5.655189502,8401.402912,345.7913535
Vegetarian,female,30-39,19.69326957,533.2731248,16.42180866,5.011743813,1.043656111,0.389889635,7.977652035,21269.05324,806.2464533
Vegetarian,female,30-39,19.89516807,175.5044986,17.26702173,3.585202654,0.584394298,0.260523748,5.326177273,11532.85701,424.5872245
Vegetarian,female,30-39,22.76161168,209.9413699,16.31997601,4.849982215,0.65318755,0.292972793,5.535619098,14643.23462,455.5540948
Vegetarian,female,30-39,22.37376355,201.5185068,18.28238131,4.481365207,0.678805047,0.278115701,5.86427345,10254.6338,315.153678
Vegetarian,female,30-39,17.43046873,384.2248911,14.4619804,4.419819013,1.075253877,0.359860915,7.507632921,13389.13557,709.8208464
Vegetarian,female,30-39,25.95600513,192.526614,19.77101474,4.721456964,0.755643167,0.31329499,6.680913337,13828.82456,550.0572792
Vegetarian,female,30-39,22.11835619,442.4985689,17.67532587,5.693579311,1.040945201,0.308556593,7.740623865,16857.00428,570.1137533
Vegetarian,female,30-39,20.9945151,182.3531269,19.25636137,4.236464752,0.658130398,0.272282942,6.337370597,15279.8133,535.6687809
Vegetarian,female,30-39,22.57771317,124.262702,19.05618632,4.326117,0.707170756,0.356237319,6.773045404,13600.66664,496.684455
Vegetarian,female,30-39,18.94125458,131.5430504,14.63735973,3.518639315,0.653833876,0.291478759,5.263912789,12634.70738,371.532964
Vegetarian,female,30-39,23.18245895,156.1864448,16.20494156,4.276408947,0.597187465,0.306324801,4.883966277,13522.36593,447.0352174
Vegetarian,female,30-39,21.35346896,119.6690588,14.10252386,3.366247026,0.623961425,0.23768131,5.19940689,14665.74191,453.2226381
Vegetarian,female,30-39,22.11206211,220.1399035,17.09905488,4.453956434,0.634772412,0.259035896,6.145097968,13737.65842,466.4630685
Vegetarian,female,30-39,20.70110188,220.4134546,16.31314326,4.653188196,0.67316952,0.29916906,5.956051869,19148.97879,737.4884851
Vegetarian,female,30-39,21.26321261,257.4446127,19.85280152,4.961441394,0.641083567,0.346703543,6.223901178,19392.07324,839.0113085
Vegetarian,female,30-39,21.12425447,242.8682966,18.93896539,4.397613319,0.67512176,0.334067898,5.854526228,10018.32471,412.0930855
Vegetarian,female,30-39,21.1606075,162.8827298,15.12593983,3.408931059,0.599979148,0.200365004,5.365292563,13893.56911,424.5325469
Vegetarian,female,30-39,20.17506816,329.7248013,16.52786816,4.368269447,0.856854523,0.298237548,6.553687715,13036.91977,518.7046957
Vegetarian,female,30-39,19.26726392,216.3933815,16.89795972,4.287050825,0.677061451,0.32240807,6.112062365,10003.87841,353.8937863
Vegetarian,female,30-39,21.05326453,192.673826,17.15369389,4.139129883,0.688414913,0.34461022,5.815749531,13302.65175,673.563777
Vegetarian,female,30-39,19.83900922,114.6991982,17.29742062,3.799066359,0.557174333,0.290508155,5.33015251,18491.116,481.0748893
Vegetarian,female,30-39,18.72298272,261.6941875,18.14697357,3.883725473,0.662146385,0.250376139,6.885771792,16567.72611,603.1861318
Vegetarian,female,30-39,21.87544794,327.8584262,16.51011922,4.737745713,0.993964107,0.261788286,7.27582111,22829.98793,868.0847028
Vegetarian,female,30-39,21.38783683,244.734832,19.31474271,4.890352832,0.705351994,0.43429862,5.549262444,11314.55843,495.3939966
Vegetarian,female,30-39,21.92586871,134.3991451,15.82314241,4.02693467,0.546167033,0.210173425,5.484416342,12635.76526,434.93589
Vegetarian,female,30-39,22.39550782,320.0719596,18.00021229,5.434142461,0.835805511,0.363307656,6.762842352,18701.18592,472.980652
Vegetarian,female,30-39,23.14155978,177.061413,16.63030241,4.011308231,0.580360904,0.289715636,5.514423094,16964.93285,586.7759581
Vegetarian,female,30-39,21.06813147,207.0691142,18.10861725,4.420351689,0.693315889,0.34407366,6.214973833,12534.79281,467.7379982
Vegetarian,female,30-39,19.44489535,144.0308877,14.83171224,3.333529705,0.594455881,0.282452832,5.840741065,15231.58647,481.5983894
Vegetarian,female,30-39,19.21955121,149.2941708,14.38109948,3.251909507,0.583787553,0.206109252,5.287263475,12546.04437,422.8517886
Vegetarian,female,30-39,20.47760795,219.3708944,16.00301578,3.825523658,0.70631885,0.231796194,6.697894572,13387.21324,493.6925615
Vegetarian,female,30-39,21.71771928,130.1489976,18.44882214,3.794051545,0.571779018,0.19441394,5.084101223,13715.24136,440.952004
Vegetarian,female,30-39,18.45198171,147.3488182,16.60449305,3.560444442,0.595414819,0.282340059,5.457059025,10300.20016,589.3682726
Vegetarian,female,30-39,19.1457214,191.1353816,15.58438034,3.913295523,0.664839445,0.285756755,5.198672679,16393.1367,524.2561154
Vegetarian,female,30-39,22.90461317,174.1763825,20.48986894,4.348841652,0.649285968,0.250598264,5.397749655,10986.27462,419.7225513
Vegetarian,female,30-39,19.13523497,130.807062,14.29822268,3.507176463,0.657855857,0.251133054,5.723778388,30286.50387,635.8371257
